Hawaii,61.2
Hawaii,59.2
Hawaii,54.2
Hawaii,53.7
Hawaii,54.4
Hawaii,48.8
Hawaii,48.9
Hawaii,44.4
Hawaii,47
Hawaii,45
Hawaii,46.1
Hawaii,43.1
Hawaii,39.7
Hawaii,38.3
Hawaii,36.4
Hawaii,36.5
Hawaii,39
Hawaii,38.7
Hawaii,38.9
Hawaii,37
Hawaii,32.5
Hawaii,30
Hawaii,28.1
Hawaii,25.1
Hawaii,23.1
Idaho,50.6
Idaho,53.9
Idaho,51.5
Idaho,50.3
Idaho,46.1
Idaho,48.7
Idaho,46.9
Idaho,43
Idaho,44.6
Idaho,43.5
Idaho,42.9
Idaho,40.1
Idaho,38
Idaho,38.3
Idaho,37.5
Idaho,36.4
Idaho,38.1
Idaho,39.9
Idaho,39.6
Idaho,35.9
Idaho,33
Idaho,27.7
Idaho,28.3
Idaho,25.7
Idaho,23.2
Illinois,62.9
Illinois,64.5
Illinois,63
Illinois,62
Illinois,61.5
Illinois,58.4
Illinois,55.3
Illinois,52.7
Illinois,51.8
Illinois,49.7
Illinois,48
Illinois,45.7
Illinois,42.2
Illinois,40.2
Illinois,40.1
Illinois,38.5
Illinois,39.8
Illinois,40.2
Illinois,38.5
Illinois,35.9
Illinois,33
Illinois,29.5
Illinois,27.9
Illinois,24.6
Illinois,22.8
Indiana,58.6
Indiana,60.4
Indiana,58.5
Indiana,57.9
Indiana,57
Indiana,56.6
Indiana,55.1
Indiana,52.8
Indiana,52.2
Indiana,50.5
Indiana,49.1
Indiana,45.8
Indiana,43.7
Indiana,42.6
Indiana,42.6
Indiana,42.1
Indiana,41.8
Indiana,43
Indiana,41.2
Indiana,40.8
Indiana,37.3
Indiana,34.8
Indiana,33
Indiana,30.3
Indiana,28
Iowa,40.5
Iowa,42.5
Iowa,40.5
Iowa,40.7
Iowa,39.3
Iowa,38.3
Iowa,37.4
Iowa,35.3
Iowa,34.9
Iowa,35.4
Iowa,34.2
Iowa,32.2
Iowa,31.1
Iowa,30.6
Iowa,30.1
Iowa,31.1
Iowa,32.6
Iowa,32.8
Iowa,33.4
Iowa,32.1
Iowa,28.6
Iowa,25.3
Iowa,24.1
Iowa,22.1
Iowa,19.8
Kansas,56.1
Kansas,55.4
Kansas,55.6
Kansas,55.5
Kansas,53.3
Kansas,52
Kansas,49.4
Kansas,48.4
Kansas,47.5
Kansas,48.1
Kansas,46.1
Kansas,43.4
Kansas,42.1
Kansas,40.3
Kansas,39.7
Kansas,40.1
Kansas,40.9
Kansas,42.5
Kansas,44.1
Kansas,42.7
Kansas,39.3
Kansas,35.4
Kansas,34.1
Kansas,29.6
Kansas,27.6
Kentucky,67.6
Kentucky,68.8
Kentucky,64.8
Kentucky,63.7
Kentucky,64.2
Kentucky,62.3
Kentucky,61.2
Kentucky,59
Kentucky,57.2
Kentucky,56.4
Kentucky,55.1
Kentucky,51.5
Kentucky,50.3
Kentucky,49.2
Kentucky,48.7
Kentucky,48.1
Kentucky,52.3
Kentucky,52.6
Kentucky,52.5
Kentucky,49.7
Kentucky,46.2
Kentucky,43.5
Kentucky,41.5
Kentucky,39.5
Kentucky,35.3
Louisiana,74.2
Louisiana,76
Louisiana,76.1
Louisiana,75.9
Louisiana,74.5
Louisiana,69.9
Louisiana,66.8
Louisiana,65.9
Louisiana,65.6
Louisiana,63
Louisiana,62.1
Louisiana,58.2
Louisiana,57.2
Louisiana,54.8
Louisiana,54.6
Louisiana,47.3
Louisiana,53.6
Louisiana,55.2
Louisiana,54
Louisiana,51.7
Louisiana,47.7
Louisiana,45.1
Louisiana,43.1
Louisiana,39.2
Louisiana,35.8
Maine,43
Maine,43.5
Maine,40
Maine,37.1
Maine,35.6
Maine,33.9
Maine,31.7
Maine,32.3
Maine,30.7
Maine,30.2
Maine,29.2
Maine,27.2
Maine,25.2
Maine,24.9
Maine,24.3
Maine,24.4
Maine,24.9
Maine,26
Maine,25
Maine,24
Maine,21.4
Maine,20.8
Maine,19.4
Maine,17.4
Maine,16.5
Maryland,53.2
Maryland,54.1
Maryland,50.6
Maryland,49.7
Maryland,49.3
Maryland,47.2
Maryland,45.7
Maryland,43.1
Maryland,42.6
Maryland,42.2
Maryland,41.3
Maryland,38
Maryland,35.9
Maryland,33.7
Maryland,32.7
Maryland,32.1
Maryland,33.7
Maryland,34.3
Maryland,32.6
Maryland,30.7
Maryland,27.3
Maryland,24.7
Maryland,22.1
Maryland,19.4
Maryland,17.8
Massachusetts,35.1
Massachusetts,37.5
Massachusetts,37.5
Massachusetts,37.2
Massachusetts,36.4
Massachusetts,33.3
Massachusetts,31.1
Massachusetts,30.4
Massachusetts,29.5
Massachusetts,27.4
Massachusetts,25.9
Massachusetts,23.8
Massachusetts,21.7
Massachusetts,21.3
Massachusetts,20.5
Massachusetts,20
Massachusetts,20.6
Massachusetts,21.4
Massachusetts,19.8
Massachusetts,19.5
Massachusetts,17.2
Massachusetts,15.4
Massachusetts,14.1
Massachusetts,12.1
Massachusetts,10.6
Michigan,59
Michigan,58.9
Michigan,56.6
Michigan,53.1
Michigan,52
Michigan,49.1
Michigan,46.4
Michigan,44.3
Michigan,43.5
Michigan,41.4
Michigan,40.2
Michigan,38.2
Michigan,34.6
Michigan,34.2
Michigan,33.9
Michigan,32.2
Michigan,33.2
Michigan,33.5
Michigan,32.3
Michigan,31.9
Michigan,30.1
Michigan,27.8
Michigan,26.3
Michigan,23.6
Michigan,21.1
Minnesota,36.3
Minnesota,37.3
Minnesota,35.9
Minnesota,35
Minnesota,34.4
Minnesota,32.5
Minnesota,32.3
Minnesota,32.1
Minnesota,30.9
Minnesota,30.3
Minnesota,30.1
Minnesota,28
Minnesota,27.2
Minnesota,26.2
Minnesota,26.3
Minnesota,25.5
Minnesota,27.3
Minnesota,27.9
Minnesota,26.5
Minnesota,24.1
Minnesota,22.5
Minnesota,19.3
Minnesota,18.5
Minnesota,16.8
Minnesota,15.5
Mississippi,81
Mississippi,85.3
Mississippi,83.6
Mississippi,82.2
Mississippi,81.7
Mississippi,79.2
Mississippi,74
Mississippi,71.8
Mississippi,71.4
Mississippi,70.9
Mississippi,70.1
Mississippi,65.6
Mississippi,63.5
Mississippi,61.2
Mississippi,60.1
Mississippi,58.3
Mississippi,67.2
Mississippi,70.1
Mississippi,64
Mississippi,62.2
Mississippi,55
Mississippi,50.2
Mississippi,46.1
Mississippi,42.6
Mississippi,38
Missouri,62.8
Missouri,64.4
Missouri,63.1
Missouri,59.4
Missouri,58.6
Missouri,55.1
Missouri,53.2
Missouri,51.1
Missouri,51
Missouri,49.4
Missouri,48.7
Missouri,46
Missouri,43.7
Missouri,42.8
Missouri,42.9
Missouri,41.7
Missouri,44.1
Missouri,44
Missouri,43.5
Missouri,40.6
Missouri,37.1
Missouri,34.5
Missouri,32.2
Missouri,30
Missouri,27.2
Montana,48.4
Montana,46.8
Montana,46
Montana,46.1
Montana,41.6
Montana,42.4
Montana,39.3
Montana,38.2
Montana,38
Montana,36
Montana,36.7
Montana,35.6
Montana,36.4
Montana,34.8
Montana,35.4
Montana,34.5
Montana,37.6
Montana,35.3
Montana,38.9
Montana,38.4
Montana,35
Montana,29.2
Montana,28.8
Montana,27.9
Montana,26.4
Nebraska,42.3
Nebraska,42.4
Nebraska,41.1
Nebraska,40.5
Nebraska,42.9
Nebraska,37.8
Nebraska,38.9
Nebraska,37.4
Nebraska,37.5
Nebraska,37.5
Nebraska,37.7
Nebraska,35.8
Nebraska,35.9
Nebraska,34.9
Nebraska,34.8
Nebraska,33.1
Nebraska,32.8
Nebraska,35.5
Nebraska,35.8
Nebraska,34.8
Nebraska,31.1
Nebraska,27.2
Nebraska,26.8
Nebraska,24.9
Nebraska,22.2
Nevada,73.3
Nevada,74.5
Nevada,70.6
Nevada,73.2
Nevada,73.4
Nevada,73.4
Nevada,69.5
Nevada,67.4
Nevada,65.6
Nevada,63.9
Nevada,63
Nevada,58.4
Nevada,56.7
Nevada,54.9
Nevada,52.9
Nevada,51.6
Nevada,53.4
Nevada,51.7
Nevada,49.1
Nevada,44
Nevada,38.6
Nevada,36.1
Nevada,33.4
Nevada,30.3
Nevada,28.5
New Hampshire,33
New Hampshire,33.1
New Hampshire,31.3
New Hampshire,30.5
New Hampshire,29.9
New Hampshire,30.3
New Hampshire,28.2
New Hampshire,28.2
New Hampshire,26.8
New Hampshire,23.8
New Hampshire,23.3
New Hampshire,20.7
New Hampshire,19.5
New Hampshire,18
New Hampshire,18.1
New Hampshire,18
New Hampshire,18.1
New Hampshire,19.3
New Hampshire,19.1
New Hampshire,16.4
New Hampshire,15.7
New Hampshire,13.7
New Hampshire,13.8
New Hampshire,12.6
New Hampshire,11
New Jersey,40.5
New Jersey,41.3
New Jersey,38.9
New Jersey,37.9
New Jersey,39
New Jersey,37.7
New Jersey,35.2
New Jersey,34.8
New Jersey,34.7
New Jersey,32.8
New Jersey,31.8
New Jersey,29.7
New Jersey,27.8
New Jersey,26.5
New Jersey,25
New Jersey,24.2
New Jersey,24.8
New Jersey,24.9
New Jersey,24
New Jersey,22
New Jersey,20.1
New Jersey,18.7
New Jersey,16.7
New Jersey,14.8
New Jersey,13.1
New Mexico,78.2
New Mexico,79.5
New Mexico,79.7
New Mexico,80.6
New Mexico,77
New Mexico,74
New Mexico,70.5
New Mexico,67.8
New Mexico,68.7
New Mexico,66.8
New Mexico,65.6
New Mexico,63.7
New Mexico,63.1
New Mexico,62.8
New Mexico,60.6
New Mexico,61.2
New Mexico,62.7
New Mexico,63.9
New Mexico,61.4
New Mexico,60.3
New Mexico,53
New Mexico,48.8
New Mexico,47.5
New Mexico,43.3
New Mexico,37.8
New York,43.6
New York,45.5
New York,44.5
New York,44.6
New York,44.3
New York,42.2
New York,39.9
New York,36.7
New York,36.4
New York,34.7
New York,33.2
New York,31.8
New York,28.9
New York,27.3
New York,26.1
New York,25.7
New York,26
New York,26
New York,25.5
New York,24.2
New York,22.7
New York,21.2
New York,19.7
New York,17.7
New York,16.1
North Carolina,67.6
North Carolina,70
North Carolina,69.2
North Carolina,66.1
North Carolina,65.3
North Carolina,63
North Carolina,62.3
North Carolina,59.9
North Carolina,59.8
North Carolina,58
North Carolina,58.6
North Carolina,53.7
North Carolina,50.5
North Carolina,47.2
North Carolina,47.3
North Carolina,47
North Carolina,48.1
North Carolina,48
North Carolina,47.3
North Carolina,43.7
North Carolina,38.3
North Carolina,34.9
North Carolina,31.8
North Carolina,28.4
North Carolina,25.9
North Dakota,35.4
North Dakota,35.5
North Dakota,36.9
North Dakota,36.3
North Dakota,33.9
North Dakota,32.9
North Dakota,31.6
North Dakota,29.2
North Dakota,29.7
North Dakota,27
North Dakota,27.3
North Dakota,25.3
North Dakota,25
North Dakota,24.7
North Dakota,24.7
North Dakota,27
North Dakota,26.1
North Dakota,29.2
North Dakota,28.3
North Dakota,28.7
North Dakota,28.8
North Dakota,28.2
North Dakota,26.5
North Dakota,24.1
North Dakota,23.9
Ohio,57.9
Ohio,60.5
Ohio,58
Ohio,56.7
Ohio,54.9
Ohio,53.4
Ohio,50.4
Ohio,49.8
Ohio,48.5
Ohio,46.5
Ohio,46
Ohio,42.8
Ohio,39.6
Ohio,39.2
Ohio,38.2
Ohio,38.3
Ohio,38.9
Ohio,39.9
Ohio,39.5
Ohio,37.9
Ohio,34.1
Ohio,31.5
Ohio,29.8
Ohio,27.2
Ohio,25.1
Oklahoma,66.8
Oklahoma,72.1
Oklahoma,69.8
Oklahoma,68.3
Oklahoma,65.6
Oklahoma,63.7
Oklahoma,63.1
Oklahoma,63.7
Oklahoma,61.4
Oklahoma,60.1
Oklahoma,59.7
Oklahoma,57.8
Oklahoma,57.7
Oklahoma,55.3
Oklahoma,54.4
Oklahoma,52.8
Oklahoma,56.6
Oklahoma,58.5
Oklahoma,57.8
Oklahoma,57.4
Oklahoma,50.4
Oklahoma,47.8
Oklahoma,47.3
Oklahoma,42.9
Oklahoma,38.5
Oregon,54.6
Oregon,54.8
Oregon,53
Oregon,50.8
Oregon,50.2
Oregon,50.1
Oregon,50.5
Oregon,46.2
Oregon,47.1
Oregon,46.1
Oregon,42.8
Oregon,40.4
Oregon,36.8
Oregon,34.2
Oregon,33.1
Oregon,32.7
Oregon,34.5
Oregon,34.5
Oregon,35.6
Oregon,32.5
Oregon,28.2
Oregon,25.8
Oregon,23.8
Oregon,21.6
Oregon,20
Pennsylvania,44.9
Pennsylvania,46.7
Pennsylvania,44.8
Pennsylvania,43.7
Pennsylvania,42.9
Pennsylvania,40.9
Pennsylvania,38.4
Pennsylvania,36.1
Pennsylvania,35.9
Pennsylvania,35.1
Pennsylvania,34
Pennsylvania,32.3
Pennsylvania,30.5
Pennsylvania,30.1
Pennsylvania,29.4
Pennsylvania,29.2
Pennsylvania,30.4
Pennsylvania,30.7
Pennsylvania,30.4
Pennsylvania,28.7
Pennsylvania,27
Pennsylvania,24.9
Pennsylvania,23.7
Pennsylvania,20.9
Pennsylvania,19.3
Rhode Island,43.9
Rhode Island,44.7
Rhode Island,46.2
Rhode Island,47.6
Rhode Island,45
Rhode Island,39.8
Rhode Island,38.9
Rhode Island,38.3
Rhode Island,36.5
Rhode Island,33.5
Rhode Island,33.6
Rhode Island,33
Rhode Island,31.3
Rhode Island,27.8
Rhode Island,29
Rhode Island,27.8
Rhode Island,27.5
Rhode Island,29.2
Rhode Island,27.6
Rhode Island,25.8
Rhode Island,22.3
Rhode Island,21.3
Rhode Island,19.9
Rhode Island,17.7
Rhode Island,15.8
South Carolina,71.3
South Carolina,72.5
South Carolina,69.7
South Carolina,64.7
South Carolina,64.7
South Carolina,62.8
South Carolina,60.2
South Carolina,58.8
South Carolina,58.3
South Carolina,58.5
South Carolina,58
South Carolina,54.8
South Carolina,50.8
South Carolina,49.5
South Carolina,49.8
South Carolina,48.7
South Carolina,52
South Carolina,51.9
South Carolina,51.2
South Carolina,47
South Carolina,42.6
South Carolina,39.1
South Carolina,36.6
South Carolina,31.6
South Carolina,28.5
South Dakota,46.8
South Dakota,47.6
South Dakota,48.3
South Dakota,44.4
South Dakota,43
South Dakota,40.9
South Dakota,40.1
South Dakota,40.6
South Dakota,39.8
South Dakota,38.5
South Dakota,38.1
South Dakota,37.5
South Dakota,37.6
South Dakota,34.3
South Dakota,37.8
South Dakota,36.8
South Dakota,38.7
South Dakota,41.3
South Dakota,39.1
South Dakota,38.7
South Dakota,34.9
South Dakota,34.3
South Dakota,33.3
South Dakota,29.1
South Dakota,26.2
Tennessee,72.3
Tennessee,74.8
Tennessee,70.9
Tennessee,69.2
Tennessee,69.7
Tennessee,66.6
Tennessee,64.5
Tennessee,62.4
Tennessee,62.5
Tennessee,60.8
Tennessee,59.5
Tennessee,56.7
Tennessee,53.9
Tennessee,52.7
Tennessee,51.1
Tennessee,53.3
Tennessee,52.1
Tennessee,53.4
Tennessee,52.2
Tennessee,48.4
Tennessee,43.2
Tennessee,40.8
Tennessee,38.5
Tennessee,34.7
Tennessee,33
Texas,75.3
Texas,78.4
Texas,78.2
Texas,77.7
Texas,77.2
Texas,75.6
Texas,73.1
Texas,71.2
Texas,70.5
Texas,69.6
Texas,68.9
Texas,66
Texas,64.6
Texas,62.6
Texas,62.1
Texas,60.9
Texas,61.6
Texas,61.8
Texas,60.7
Texas,57.9
Texas,52.2
Texas,46.9
Texas,44.4
Texas,41
Texas,37.8
Utah,48.5
Utah,48
Utah,45.7
Utah,43.4
Utah,41.4
Utah,40.9
Utah,41.2
Utah,41
Utah,39.6
Utah,38.8
Utah,38.3
Utah,36.1
Utah,33.8
Utah,31.8
Utah,30.9
Utah,30.5
Utah,33.3
Utah,35.4
Utah,34.6
Utah,30.7
Utah,27.9
Utah,23.1
Utah,23.3
Utah,20.6
Utah,19.4
Vermont,34
Vermont,39.2
Vermont,35.6
Vermont,34.8
Vermont,32.4
Vermont,28.1
Vermont,29.5
Vermont,26.3
Vermont,23.8
Vermont,25
Vermont,23.4
Vermont,22.6
Vermont,22.5
Vermont,17.8
Vermont,19.5
Vermont,17.4
Vermont,19.8
Vermont,21
Vermont,20.3
Vermont,17.3
Vermont,17.9
Vermont,16.8
Vermont,16.3
Vermont,14.5
Vermont,14.2
Virginia,52.9
Virginia,53.4
Virginia,51.7
Virginia,49.6
Virginia,50.5
Virginia,48.4
Virginia,45.4
Virginia,44
Virginia,43.4
Virginia,42.6
Virginia,40.9
Virginia,39.1
Virginia,36.5
Virginia,35.2
Virginia,34.2
Virginia,33.6
Virginia,34.2
Virginia,34.2
Virginia,32.5
Virginia,30.4
Virginia,27.4
Virginia,24.5
Virginia,22.9
Virginia,20.1
Virginia,18.4
Washington,53.1
Washington,53.7
Washington,51
Washington,50.5
Washington,48.6
Washington,48
Washington,45.6
Washington,43
Washington,42.4
Washington,41
Washington,39.2
Washington,35.9
Washington,33.5
Washington,31.8
Washington,31.4
Washington,31.1
Washington,32.2
Washington,33.3
Washington,32.8
Washington,30.4
Washington,26.7
Washington,25.4
Washington,23.4
Washington,20.5
Washington,19.1
West Virginia,57.3
West Virginia,58
West Virginia,56.3
West Virginia,55.6
West Virginia,54.3
West Virginia,52.7
West Virginia,50.5
West Virginia,49.1
West Virginia,49.6
West Virginia,48.5
West Virginia,46.5
West Virginia,45.3
West Virginia,45.1
West Virginia,44.2
West Virginia,42.9
West Virginia,42.2
West Virginia,44.2
West Virginia,45.8
West Virginia,46.9
West Virginia,48.2
West Virginia,44.8
West Virginia,43.5
West Virginia,44.1
West Virginia,40.1
West Virginia,36.6
Wisconsin,42.6
Wisconsin,43.7
Wisconsin,42
Wisconsin,41
Wisconsin,38.8
Wisconsin,37.9
Wisconsin,36.9
Wisconsin,35.8
Wisconsin,35.2
Wisconsin,36.3
Wisconsin,35.2
Wisconsin,33.4
Wisconsin,31.7
Wisconsin,30.8
Wisconsin,29.7
Wisconsin,29.7
Wisconsin,29.9
Wisconsin,31.1
Wisconsin,30.3
Wisconsin,29.4
Wisconsin,26.2
Wisconsin,23.2
Wisconsin,21.9
Wisconsin,19.6
Wisconsin,18
Wyoming,56.3
Wyoming,54.3
Wyoming,49.8
Wyoming,49.9
Wyoming,48.7
Wyoming,47.9
Wyoming,44.7
Wyoming,43.9
Wyoming,48.9
Wyoming,41.4
Wyoming,41.7
Wyoming,39.5
Wyoming,41
Wyoming,41.6
Wyoming,42.8
Wyoming,42.7
Wyoming,46
Wyoming,49.9
Wyoming,47.5
Wyoming,43.4
Wyoming,39
Wyoming,35.2
Wyoming,34.7
Wyoming,29.6
Wyoming,30.1
